,index,PhraseId,SentenceId,Phrase,Sentiment,Length,categories,POS
10456,70982,70983,3619,Friends,2,1,SingleWord,['NNS']
10457,71001,71002,3620,collectively,2,1,SingleWord,['RB']
10458,71003,71004,3620,stellar,3,1,SingleWord,['NN']
10459,71036,71037,3622,accommodate,2,1,SingleWord,['NN']
10460,71042,71043,3622,gain,2,1,SingleWord,['NN']
10461,71055,71056,3623,arguments,2,1,SingleWord,['NNS']
10462,71058,71059,3623,immortal,2,1,SingleWord,['NN']
10463,71067,71068,3624,Brave,3,1,SingleWord,['NN']
10464,71072,71073,3625,half-assed,1,1,SingleWord,"['NN', 'VBD']"
10465,71074,71075,3626,Light-years,2,1,SingleWord,"['JJ', 'NNS']"
10466,71082,71083,3626,paint-by-number,2,1,SingleWord,"['NN', 'IN', 'NN']"
10467,71086,71087,3626,Pearl,2,1,SingleWord,['NN']
10468,71087,71088,3626,Harbor,2,1,SingleWord,['NN']
10469,71093,71094,3627,cumulative,2,1,SingleWord,['JJ']
10470,71098,71099,3627,repulsive,0,1,SingleWord,['NN']
10471,71104,71105,3628,Thirteen,2,1,SingleWord,['NN']
10472,71105,71106,3628,Conversations,2,1,SingleWord,['NNS']
10473,71155,71156,3631,portrayals,1,1,SingleWord,['NNS']
10474,71161,71162,3631,seeds,2,1,SingleWord,['NNS']
10475,71168,71169,3631,ambivalent,2,1,SingleWord,['NN']
10476,71199,71200,3633,savour,2,1,SingleWord,['NN']
10477,71215,71216,3634,fillers,2,1,SingleWord,['NNS']
10478,71234,71235,3635,equipment,2,1,SingleWord,['NN']
10479,71252,71253,3635,grab,2,1,SingleWord,['NN']
10480,71261,71262,3635,aisle,2,1,SingleWord,['NN']
10481,71262,71263,3635,walker,2,1,SingleWord,['NN']
10482,71265,71266,3635,toss,2,1,SingleWord,['NN']
10483,71290,71291,3636,Kerrigan,2,1,SingleWord,['NN']
10484,71292,71293,3636,platinum-blonde,2,1,SingleWord,"['NN', 'NN']"
10485,71296,71297,3637,Chen,2,1,SingleWord,['NN']
10486,71301,71302,3637,downbeat,1,1,SingleWord,['NN']
10487,71303,71304,3637,Smokers,2,1,SingleWord,['NNS']
10488,71317,71318,3638,inflammatory,2,1,SingleWord,['NN']
10489,71323,71324,3638,religion,2,1,SingleWord,['NN']
10490,71326,71327,3638,dares,2,1,SingleWord,['NNS']
10491,71331,71332,3638,ancient,2,1,SingleWord,['NN']
10492,71350,71351,3639,impulse,2,1,SingleWord,['NN']
10493,71353,71354,3639,lushly,2,1,SingleWord,['RB']
10494,71357,71358,3639,recorded,2,1,SingleWord,['VBN']
10495,71388,71389,3641,unashamedly,2,1,SingleWord,['RB']
10496,71390,71391,3641,appropriated,2,1,SingleWord,['VBN']
10497,71394,71395,3641,teen-exploitation,2,1,SingleWord,"['JJ', 'NN']"
10498,71395,71396,3641,playbook,2,1,SingleWord,['NN']
10499,71426,71427,3642,smooth,2,1,SingleWord,['NN']
10500,71454,71455,3644,bemused,2,1,SingleWord,['VBN']
10501,71455,71456,3644,contempt,1,1,SingleWord,['NN']
10502,71473,71474,3645,clone,2,1,SingleWord,['NN']
10503,71477,71478,3645,weaving,2,1,SingleWord,['VBG']
10504,71496,71497,3646,ancillary,2,1,SingleWord,['JJ']
10505,71497,71498,3646,products,2,1,SingleWord,['NNS']
10506,71541,71542,3649,acerbic,2,1,SingleWord,['NN']
10507,71586,71587,3652,sexually,2,1,SingleWord,['RB']
10508,71590,71591,3652,libido,2,1,SingleWord,['NN']
10509,71594,71595,3652,arrived,2,1,SingleWord,['VBN']
10510,71596,71597,3652,Portugal,2,1,SingleWord,['NN']
10511,71601,71602,3653,H.G.,2,1,SingleWord,"['NN', 'NN']"
10512,71602,71603,3653,Wells,2,1,SingleWord,['NNS']
10513,71613,71614,3653,kin,2,1,SingleWord,['NN']
10514,71615,71616,3653,reworked,2,1,SingleWord,['VBN']
10515,71638,71639,3655,completist,2,1,SingleWord,['NN']
10516,71639,71640,3655,checklist,2,1,SingleWord,['NN']
10517,71644,71645,3655,cultist,2,1,SingleWord,['NN']
10518,71652,71653,3656,vein,3,1,SingleWord,['NN']
10519,71671,71672,3657,drumbeat,2,1,SingleWord,['NN']
10520,71680,71681,3657,pornographic,2,1,SingleWord,['JJ']
10521,71686,71687,3657,swank,2,1,SingleWord,['NN']
10522,71688,71689,3657,apartments,2,1,SingleWord,['NNS']
10523,71692,71693,3657,parties,2,1,SingleWord,['NNS']
10524,71696,71697,3658,Christ,1,1,SingleWord,['NN']
10525,71716,71717,3659,best-sustained,3,1,SingleWord,"['RBS', 'VBD']"
10526,71733,71734,3660,sardonic,2,1,SingleWord,['JJ']
10527,71739,71740,3660,appealingly,3,1,SingleWord,['RB']
10528,71742,71743,3660,manic,1,1,SingleWord,['NN']
10529,71748,71749,3661,headline-fresh,2,1,SingleWord,"['NN', 'NN']"
10530,71753,71754,3661,orthodox,2,1,SingleWord,['NN']
10531,71754,71755,3661,Jews,2,1,SingleWord,['NNS']
10532,71774,71775,3661,addressing,2,1,SingleWord,['VBG']
10533,71784,71785,3661,compromising,2,1,SingleWord,['VBG']
10534,71809,71810,3664,disgusted,0,1,SingleWord,['VBN']
10535,71818,71819,3664,finished,2,1,SingleWord,['VBN']
10536,71821,71822,3664,unshapely,1,1,SingleWord,['RB']
10537,71855,71856,3667,Kalesniko,2,1,SingleWord,['NN']
10538,71865,71866,3667,Neighbor,2,1,SingleWord,['NN']
10539,71874,71875,3668,winces,2,1,SingleWord,['NNS']
10540,71876,71877,3668,clutches,2,1,SingleWord,['NNS']
10541,71879,71880,3668,gasps,2,1,SingleWord,['NN']
10542,71893,71894,3670,heated,2,1,SingleWord,['VBN']
10543,71924,71925,3672,recharged,3,1,SingleWord,['VBN']
10544,71932,71933,3673,overacted,1,1,SingleWord,['VBN']
10545,71938,71939,3673,boozy,1,1,SingleWord,['NN']
10546,71960,71961,3676,temptation,2,1,SingleWord,['NN']
10547,71963,71964,3676,salvation,3,1,SingleWord,['NN']
10548,71986,71987,3677,mount,2,1,SingleWord,['NN']
10549,71995,71996,3677,cogent,2,1,SingleWord,['NN']
10550,71996,71997,3677,defense,2,1,SingleWord,['NN']
10551,72008,72009,3677,marveling,3,1,SingleWord,['VBG']
10552,72014,72015,3677,superhuman,2,1,SingleWord,['NN']
10553,72015,72016,3677,capacity,2,1,SingleWord,['NN']
10554,72018,72019,3677,withstand,2,1,SingleWord,['NN']
10555,72028,72029,3678,appalling,0,1,SingleWord,['VBG']
10556,72032,72033,3678,odoriferous,2,1,SingleWord,['JJ']
10557,72049,72050,3678,crawl,2,1,SingleWord,['NN']
10558,72061,72062,3679,Engages,3,1,SingleWord,['NNS']
10559,72105,72106,3682,impress,3,1,SingleWord,['NN']
10560,72111,72112,3683,Wang,2,1,SingleWord,['NN']
10561,72115,72116,3683,forefront,3,1,SingleWord,['NN']
10562,72144,72145,3684,genteel,2,1,SingleWord,['NN']
10563,72166,72167,3686,Fist,2,1,SingleWord,['NN']
10564,72173,72174,3687,zips,2,1,SingleWord,['NNS']
10565,72183,72184,3687,go-for-broke,3,1,SingleWord,"['VB', 'IN', 'NN']"
10566,72187,72188,3687,heralds,2,1,SingleWord,['NNS']
10567,72213,72214,3689,Bailly,2,1,SingleWord,['RB']
10568,72242,72243,3692,exhaustingly,1,1,SingleWord,['RB']
10569,72251,72252,3693,fine-looking,3,1,SingleWord,"['JJ', 'VBG']"
10570,72255,72256,3693,bouncy,3,1,SingleWord,['NN']
10571,72258,72259,3693,clutch,2,1,SingleWord,['NN']
10572,72264,72265,3693,punctuation,2,1,SingleWord,['NN']
10573,72272,72273,3694,wispy,2,1,SingleWord,['NN']
10574,72284,72285,3694,stepmom,2,1,SingleWord,['NN']
10575,72304,72305,3695,2455,2,1,SingleWord,[]
10576,72324,72325,3695,messenger,3,1,SingleWord,['NN']
10577,72343,72344,3697,Crammed,2,1,SingleWord,['NN']
10578,72345,72346,3697,bristles,2,1,SingleWord,['NNS']
10579,72352,72353,3698,postmodern,2,1,SingleWord,['NN']
10580,72353,72354,3698,voyage,2,1,SingleWord,['NN']
10581,72379,72380,3699,ye,2,1,SingleWord,['NN']
10582,72398,72399,3700,Petri,2,1,SingleWord,['NN']
10583,72400,72401,3700,well-characterized,3,1,SingleWord,"['RB', 'VBN']"
10584,72404,72405,3700,telephone,2,1,SingleWord,['NN']
10585,72429,72430,3701,replete,2,1,SingleWord,['NN']
10586,72432,72433,3701,stereotypical,1,1,SingleWord,['JJ']
10587,72434,72435,3701,quandaries,2,1,SingleWord,['NNS']
10588,72439,72440,3702,ambitions,2,1,SingleWord,['NNS']
10589,72452,72453,3702,numbingly,2,1,SingleWord,['RB']
10590,72486,72487,3703,raindrop,2,1,SingleWord,['NN']
10591,72502,72503,3704,greater,3,1,SingleWord,['JJR']
10592,72513,72514,3704,fateful,2,1,SingleWord,['NN']
10593,72518,72519,3704,evolution,2,1,SingleWord,['NN']
10594,72523,72524,3704,adolescents,2,1,SingleWord,['NNS']
10595,72560,72561,3707,improvised,2,1,SingleWord,['JJ']
10596,72563,72564,3707,months,2,1,SingleWord,['NNS']
10597,72566,72567,3707,conveying,2,1,SingleWord,['VBG']
10598,72572,72573,3707,kindness,3,1,SingleWord,['NN']
10599,72576,72577,3707,survivable,2,1,SingleWord,['JJ']
10600,72586,72587,3708,decomposition,1,1,SingleWord,['NN']
10601,72597,72598,3708,cloak,2,1,SingleWord,['NN']
10602,72609,72610,3708,romanticization,3,1,SingleWord,['NN']
10603,72613,72614,3708,delusional,1,1,SingleWord,['NN']
10604,72628,72629,3709,Sven,2,1,SingleWord,['RB']
10605,72632,72633,3709,stricken,2,1,SingleWord,['NN']
10606,72633,72634,3709,composer,2,1,SingleWord,['NN']
10607,72636,72637,3709,Viveka,2,1,SingleWord,['NN']
10608,72641,72642,3709,violinist,2,1,SingleWord,['NN']
10609,72647,72648,3710,juxtapositions,3,1,SingleWord,['NNS']
10610,72654,72655,3711,Less-than-compelling,1,1,SingleWord,"['JJR', 'IN', 'NN']"
10611,72658,72659,3711,Yiddish,2,1,SingleWord,['NN']
10612,72660,72661,3711,clan,2,1,SingleWord,['NN']
10613,72670,72671,3712,Swim,2,1,SingleWord,['NN']
10614,72675,72676,3712,observation,2,1,SingleWord,['NN']
10615,72694,72695,3713,compliment,3,1,SingleWord,['NN']
10616,72700,72701,3714,explosive,3,1,SingleWord,['JJ']
10617,72704,72705,3714,nonjudgmentally,3,1,SingleWord,['RB']
10618,72708,72709,3714,studies,2,1,SingleWord,['NNS']
10619,72715,72716,3714,hospitals,2,1,SingleWord,['NNS']
10620,72718,72719,3714,courts,2,1,SingleWord,['NNS']
10621,72721,72722,3714,welfare,2,1,SingleWord,['NN']
10622,72739,72740,3715,Bacon,3,1,SingleWord,['NN']
10623,72740,72741,3715,Theron,2,1,SingleWord,['NN']
10624,72744,72745,3715,protracted,2,1,SingleWord,['VBN']
10625,72746,72747,3715,borderline,2,1,SingleWord,['NN']
10626,72756,72757,3716,suitable,3,1,SingleWord,['JJ']
10627,72770,72771,3716,cry,2,1,SingleWord,['NN']
10628,72797,72798,3717,teacher,3,1,SingleWord,['NN']
10629,72802,72803,3717,strict,2,1,SingleWord,['NN']
10630,72840,72841,3720,Rodriguez,2,1,SingleWord,['NN']
10631,72847,72848,3720,reproduce,2,1,SingleWord,['NN']
10632,72864,72865,3721,appreciates,3,1,SingleWord,['NNS']
10633,72882,72883,3722,self-critical,2,1,SingleWord,"['RB', 'JJ']"
10634,72885,72886,3722,behind-the-scenes,2,1,SingleWord,"['IN', 'DT', 'NNS']"
10635,72887,72888,3722,navel-gazing,2,1,SingleWord,"['NN', 'VBG']"
10636,72893,72894,3722,Orleans,2,1,SingleWord,['NNS']
10637,72897,72898,3722,infinite,2,1,SingleWord,['NN']
10638,72899,72900,3722,insecurity,2,1,SingleWord,['NN']
10639,72905,72906,3723,Possession,2,1,SingleWord,['NN']
10640,72912,72913,3723,honorable,2,1,SingleWord,['JJ']
10641,72945,72946,3726,F,1,1,SingleWord,['NN']
10642,72947,72948,3726,rom,2,1,SingleWord,['NN']
10643,72964,72965,3726,blazingly,3,1,SingleWord,['RB']
10644,72980,72981,3727,allowing,2,1,SingleWord,['VBG']
10645,72992,72993,3727,tongue-tied,2,1,SingleWord,"['NN', 'VBD']"
10646,73008,73009,3728,amateur,2,1,SingleWord,['NN']
10647,73021,73022,3729,Asquith,2,1,SingleWord,['NN']
10648,73023,73024,3729,acclaimed,3,1,SingleWord,['VBN']
10649,73056,73057,3731,greatness,3,1,SingleWord,['NN']
10650,73086,73087,3734,Mama,2,1,SingleWord,['NN']
10651,73087,73088,3734,Africa,2,1,SingleWord,['NN']
10652,73109,73110,3735,shenanigans,2,1,SingleWord,['NNS']
10653,73114,73115,3735,lascivious-minded,2,1,SingleWord,"['JJ', 'VBD']"
10654,73122,73123,3735,modesty,2,1,SingleWord,['NN']
10655,73130,73131,3735,topless,2,1,SingleWord,['NN']
10656,73132,73133,3735,tutorial,2,1,SingleWord,['NN']
10657,73139,73140,3736,Schwarzenegger,2,1,SingleWord,['NN']
10658,73143,73144,3736,physique,2,1,SingleWord,['NN']
10659,73149,73150,3736,Ahola,2,1,SingleWord,['NN']
10660,73156,73157,3736,wooden,2,1,SingleWord,['NN']
10661,73183,73184,3738,Nancy,2,1,SingleWord,['NN']
10662,73185,73186,3738,Savoca,2,1,SingleWord,['NN']
10663,73190,73191,3738,forged,2,1,SingleWord,['VBN']
10664,73193,73194,3738,still-raw,2,1,SingleWord,"['RB', 'VB']"
10665,73201,73202,3738,unsettled,1,1,SingleWord,['JJ']
10666,73205,73206,3738,post,2,1,SingleWord,['NN']
10667,73228,73229,3740,Lyne,2,1,SingleWord,['NN']
10668,73242,73243,3740,eroded,2,1,SingleWord,['VBN']
10669,73248,73249,3741,40,2,1,SingleWord,[]
10670,73262,73263,3742,reinvigorated,3,1,SingleWord,['VBN']
10671,73268,73269,3743,scam,1,1,SingleWord,['NN']
10672,73286,73287,3743,suckers,1,1,SingleWord,['NNS']
10673,73292,73293,3743,surrender,2,1,SingleWord,['NN']
10674,73295,73296,3743,93,2,1,SingleWord,[]
10675,73298,73299,3743,unrecoverable,0,1,SingleWord,['JJ']
10676,73320,73321,3746,erratic,2,1,SingleWord,['JJ']
10677,73331,73332,3747,intolerant,3,1,SingleWord,['NN']
10678,73367,73368,3749,canned,2,1,SingleWord,['VBN']
10679,73379,73380,3750,participatory,2,1,SingleWord,['NN']
10680,73380,73381,3750,spectator,3,1,SingleWord,['NN']
10681,73390,73391,3751,condescension,2,1,SingleWord,['NN']
10682,73404,73405,3751,lofty,3,1,SingleWord,['NN']
10683,73405,73406,3751,perch,2,1,SingleWord,['NN']
10684,73422,73423,3751,metropolitan,2,1,SingleWord,['NN']
10685,73486,73487,3755,facetious,1,1,SingleWord,['JJ']
10686,73495,73496,3757,underwater,2,1,SingleWord,['NN']
10687,73511,73512,3757,net,2,1,SingleWord,['NN']
10688,73515,73516,3757,Atlantic,2,1,SingleWord,['JJ']
10689,73518,73519,3757,grizzled,2,1,SingleWord,['VBN']
10690,73522,73523,3757,charred,2,1,SingleWord,['VBN']
10691,73524,73525,3757,northwest,2,1,SingleWord,['RB']
10692,73528,73529,3757,Bermuda,2,1,SingleWord,['NN']
10693,73546,73547,3759,blissfully,3,1,SingleWord,['RB']
10694,73547,73548,3759,exhausted,1,1,SingleWord,['VBN']
10695,73572,73573,3761,machinations,2,1,SingleWord,['NNS']
10696,73581,73582,3762,enthusiasms,2,1,SingleWord,['NNS']
10697,73594,73595,3763,panache,2,1,SingleWord,['NN']
10698,73602,73603,3763,Sommers,2,1,SingleWord,['NNS']
10699,73604,73605,3763,title-bout,2,1,SingleWord,"['NN', 'NN']"
10700,73607,73608,3764,educational,2,1,SingleWord,['JJ']
10701,73640,73641,3766,screwball,2,1,SingleWord,['NN']
10702,73645,73646,3766,screwy,2,1,SingleWord,['NN']
10703,73682,73683,3768,Antonio,2,1,SingleWord,['NN']
10704,73684,73685,3768,Banderas-Lucy,2,1,SingleWord,"['NNS', 'VBP']"
10705,73686,73687,3768,Liu,2,1,SingleWord,['NN']
10706,73687,73688,3768,faceoff,2,1,SingleWord,['NN']
10707,73698,73699,3769,non-stop,2,1,SingleWord,"['RB', 'VB']"
10708,73720,73721,3770,polemic,2,1,SingleWord,['NN']
10709,73726,73727,3770,loathe,1,1,SingleWord,['NN']
10710,73742,73743,3770,convictions,2,1,SingleWord,['NNS']
10711,73808,73809,3775,Morvern,2,1,SingleWord,['NN']
10712,73809,73810,3775,Callar,2,1,SingleWord,['NN']
10713,73829,73830,3777,baffled,2,1,SingleWord,['VBN']
10714,73841,73842,3777,Woolf,2,1,SingleWord,['NN']
10715,73844,73845,3777,Clarissa,2,1,SingleWord,['NN']
10716,73845,73846,3777,Dalloway,2,1,SingleWord,['NN']
10717,73868,73869,3778,costly,2,1,SingleWord,['JJ']
10718,73869,73870,3778,divorce,2,1,SingleWord,['NN']
10719,73876,73877,3778,earthly,3,1,SingleWord,['RB']
10720,73884,73885,3778,distinguished,3,1,SingleWord,['VBN']
10721,73887,73888,3778,stoop,2,1,SingleWord,['NN']
10722,73894,73895,3779,populist,2,1,SingleWord,['NN']
10723,73897,73898,3779,underscore,2,1,SingleWord,['NN']
10724,73910,73911,3779,hard-pressed,1,1,SingleWord,"['RB', 'VBN']"
10725,73920,73921,3779,fatter,2,1,SingleWord,['NN']
10726,73953,73954,3782,faults,2,1,SingleWord,['NNS']
10727,73965,73966,3782,unapologetic,2,1,SingleWord,['JJ']
10728,73966,73967,3782,sweetheart,4,1,SingleWord,['NN']
10729,73969,73970,3782,Mandy,2,1,SingleWord,['NN']
10730,74023,74024,3785,autobiographical,2,1,SingleWord,['JJ']
10731,74060,74061,3789,rainy,2,1,SingleWord,['NN']
10732,74077,74078,3790,one-room,2,1,SingleWord,"['CD', 'NN']"
10733,74108,74109,3794,ruse,2,1,SingleWord,['NN']
10734,74111,74112,3794,tactic,2,1,SingleWord,['JJ']
10735,74133,74134,3794,nonexistent,2,1,SingleWord,['NN']
10736,74150,74151,3798,Bean,2,1,SingleWord,['NN']
10737,74153,74154,3798,drops,2,1,SingleWord,['NNS']
10738,74176,74177,3800,mush,1,1,SingleWord,['NN']
10739,74178,74179,3800,conceited,1,1,SingleWord,['VBN']
10740,74179,74180,3800,pap,2,1,SingleWord,['NN']
10741,74187,74188,3801,glaring,1,1,SingleWord,['VBG']
10742,74192,74193,3801,servitude,2,1,SingleWord,['NN']
10743,74200,74201,3801,skirts,2,1,SingleWord,['NNS']
10744,74223,74224,3802,assign,2,1,SingleWord,['NN']
10745,74269,74270,3804,mind-destroying,1,1,SingleWord,"['NN', 'VBG']"
10746,74271,74272,3804,pollution,1,1,SingleWord,['NN']
10747,74286,74287,3805,month,3,1,SingleWord,['NN']
10748,74294,74295,3806,Fulford-Wierzbicki,2,1,SingleWord,"['NN', 'NN']"
10749,74299,74300,3806,wise-beyond-her-years,3,1,SingleWord,"['NN', 'IN', 'PRP$', 'NNS']"
10750,74317,74318,3807,oozing,2,1,SingleWord,['VBG']
10751,74337,74338,3808,give-me-an-Oscar,3,1,SingleWord,"['VB', 'PRP', 'DT', 'NN']"
10752,74346,74347,3809,counterpart,2,1,SingleWord,['NN']
10753,74370,74371,3811,egomaniac,2,1,SingleWord,['NN']
10754,74390,74391,3811,Simpson,2,1,SingleWord,['NN']
10755,74407,74408,3813,breakdown,1,1,SingleWord,['NN']
10756,74421,74422,3814,run-of-the-filth,1,1,SingleWord,"['NN', 'IN', 'DT', 'NN']"
10757,74431,74432,3814,recognise,3,1,SingleWord,['NN']
10758,74438,74439,3814,signposts,2,1,SingleWord,['NNS']
10759,74441,74442,3814,discovering,2,1,SingleWord,['VBG']
10760,74448,74449,3814,map,2,1,SingleWord,['NN']
10761,74463,74464,3816,freshening,3,1,SingleWord,['VBG']
10762,74479,74480,3817,dominate,2,1,SingleWord,['NN']
10763,74499,74500,3819,sometime,2,1,SingleWord,['RB']
10764,74518,74519,3820,County,2,1,SingleWord,['NN']
10765,74536,74537,3821,sleep-inducing,1,1,SingleWord,"['NN', 'NN']"
10766,74555,74556,3822,65,2,1,SingleWord,[]
10767,74558,74559,3822,theatrical,2,1,SingleWord,['JJ']
10768,74565,74566,3822,unfinished,1,1,SingleWord,['JJ']
10769,74587,74588,3824,graduated,3,1,SingleWord,['VBN']
10770,74601,74602,3825,minus,2,1,SingleWord,['NN']
10771,74616,74617,3826,mid-to-low,2,1,SingleWord,"['NNS', 'TO', 'VB']"
10772,74620,74621,3826,betrayed,2,1,SingleWord,['NN']
10773,74635,74636,3827,Plato,2,1,SingleWord,['NN']
10774,74641,74642,3827,therefore,2,1,SingleWord,['RB']
10775,74678,74679,3828,stepmother,2,1,SingleWord,['NN']
10776,74706,74707,3830,greedy,1,1,SingleWord,['NN']
10777,74708,74709,3830,agents,2,1,SingleWord,['NNS']
10778,74728,74729,3831,hands-off,2,1,SingleWord,"['NNS', 'RP']"
10779,74745,74746,3832,Greengrass,3,1,SingleWord,['NN']
10780,74754,74755,3832,tad,2,1,SingleWord,['NN']
10781,74756,74757,3832,grit,2,1,SingleWord,['NN']
10782,74758,74759,3832,intelligibility,2,1,SingleWord,['NN']
10783,74782,74783,3833,favorite,4,1,SingleWord,['NN']
10784,74795,74796,3834,monologue,2,1,SingleWord,['NN']
10785,74800,74801,3834,incorporate,2,1,SingleWord,['NN']
10786,74810,74811,3834,well-balanced,3,1,SingleWord,"['RB', 'VBN']"
10787,74836,74837,3836,crappy,0,1,SingleWord,['JJ']
10788,74854,74855,3837,joie,2,1,SingleWord,['NN']
10789,74856,74857,3837,vivre,2,1,SingleWord,['NN']
10790,74860,74861,3838,thesis,2,1,SingleWord,['NN']
10791,74874,74875,3839,deep-sixed,2,1,SingleWord,"['JJ', 'NN']"
10792,74877,74878,3839,compulsion,2,1,SingleWord,['NN']
10793,74883,74884,3839,catalog,2,1,SingleWord,['NN']
10794,74888,74889,3839,bodily,2,1,SingleWord,['RB']
10795,74890,74891,3839,fluids,2,1,SingleWord,['NNS']
10796,74895,74896,3839,devise,2,1,SingleWord,['NN']
10797,74898,74899,3839,parallel,2,1,SingleWord,['NN']
10798,74899,74900,3839,clone-gag,1,1,SingleWord,"['NN', 'NN']"
10799,74911,74912,3840,despicable,1,1,SingleWord,['JJ']
10800,74954,74955,3843,Pluto,2,1,SingleWord,['NN']
10801,74955,74956,3843,Nash,2,1,SingleWord,['NN']
10802,74960,74961,3843,nada,2,1,SingleWord,['NN']
10803,74980,74981,3845,talking-animal,2,1,SingleWord,"['VBG', 'NN']"
10804,74983,74984,3845,grisly,1,1,SingleWord,['RB']
10805,74997,74998,3846,succumb,2,1,SingleWord,['NN']
10806,75019,75020,3847,adorns,2,1,SingleWord,['NNS']
10807,75022,75023,3847,family-film,2,1,SingleWord,"['NN', 'NN']"
10808,75027,75028,3847,maturity,3,1,SingleWord,['NN']
10809,75047,75048,3848,cheeky,3,1,SingleWord,['NN']
10810,75067,75068,3849,Debrauwer,2,1,SingleWord,['NN']
10811,75077,75078,3850,kilted,2,1,SingleWord,['VBN']
10812,75096,75097,3850,out-of-kilter,1,1,SingleWord,"['IN', 'IN', 'NN']"
10813,75100,75101,3850,rambles,1,1,SingleWord,['NNS']
10814,75101,75102,3850,aimlessly,1,1,SingleWord,['RB']
10815,75111,75112,3851,tearjerker,2,1,SingleWord,['NN']
10816,75122,75123,3852,treats,2,1,SingleWord,['NNS']
10817,75125,75126,3852,Ana,2,1,SingleWord,['NN']
10818,75131,75132,3852,tragically,1,1,SingleWord,['RB']
10819,75144,75145,3853,Danny,2,1,SingleWord,['NN']
10820,75146,75147,3853,Verete,2,1,SingleWord,['NN']
10821,75150,75151,3853,comprise,2,1,SingleWord,['NN']
10822,75155,75156,3853,gestalt,2,1,SingleWord,['NN']
10823,75178,75179,3856,bare-bones,2,1,SingleWord,"['NN', 'NNS']"
10824,75184,75185,3856,outline,2,1,SingleWord,['NN']
10825,75223,75224,3859,zealously,2,1,SingleWord,['RB']
10826,75226,75227,3859,spreading,3,1,SingleWord,['VBG']
10827,75230,75231,3859,Puritanical,2,1,SingleWord,['JJ']
10828,75231,75232,3859,brand,2,1,SingleWord,['NN']
10829,75236,75237,3859,islanders,2,1,SingleWord,['NNS']
10830,75245,75246,3859,relish,2,1,SingleWord,['NN']
10831,75275,75276,3862,quirks,2,1,SingleWord,['NNS']
10832,75289,75290,3863,merges,2,1,SingleWord,['NNS']
10833,75308,75309,3863,wire,2,1,SingleWord,['NN']
10834,75309,75310,3863,fu,1,1,SingleWord,['NN']
10835,75321,75322,3864,Knockaround,3,1,SingleWord,['NN']
10836,75332,75333,3864,raison,2,1,SingleWord,['NN']
10837,75333,75334,3864,d'etre,2,1,SingleWord,"['NN', 'NN']"
10838,75338,75339,3864,fresh-faced,3,1,SingleWord,"['NN', 'VBD']"
10839,75342,75343,3864,young-guns,2,1,SingleWord,"['JJ', 'NNS']"
10840,75365,75366,3866,robots,2,1,SingleWord,['NNS']
10841,75369,75370,3866,haul,2,1,SingleWord,['NN']
10842,75399,75400,3866,website,2,1,SingleWord,['NN']
10843,75408,75409,3867,Brims,2,1,SingleWord,['NNS']
10844,75419,75420,3867,accident-prone,1,1,SingleWord,"['NN', 'NN']"
10845,75440,75441,3868,Stainton,2,1,SingleWord,['NN']
10846,75444,75445,3868,tongue,2,1,SingleWord,['NN']
10847,75467,75468,3869,Canadian,2,1,SingleWord,['NN']
10848,75469,75470,3869,ramblings,2,1,SingleWord,['NNS']
10849,75476,75477,3869,smorgasbord,2,1,SingleWord,['NN']
10850,75487,75488,3869,Barrymore,2,1,SingleWord,['NN']
10851,75498,75499,3870,slickest,3,1,SingleWord,['NN']
10852,75513,75514,3871,singular,2,1,SingleWord,['NN']
10853,75523,75524,3873,slow-moving,1,1,SingleWord,"['JJ', 'NN']"
10854,75536,75537,3873,preferring,2,1,SingleWord,['VBG']
10855,75543,75544,3873,humiliation,2,1,SingleWord,['NN']
10856,75548,75549,3873,defecates,1,1,SingleWord,['NNS']
10857,75550,75551,3873,bed,2,1,SingleWord,['NN']
10858,75552,75553,3873,urinates,2,1,SingleWord,['NNS']
10859,75556,75557,3873,plants,2,1,SingleWord,['NNS']
10860,75614,75615,3876,infusing,2,1,SingleWord,['VBG']
10861,75629,75630,3877,gestures,2,1,SingleWord,['NNS']
10862,75654,75655,3878,masquerade,2,1,SingleWord,['NN']
10863,75673,75674,3879,hammering,2,1,SingleWord,['VBG']
10864,75693,75694,3880,grocery,2,1,SingleWord,['NN']
10865,75696,75697,3880,lists,2,1,SingleWord,['NNS']
10866,75710,75711,3881,poor-me,1,1,SingleWord,"['JJ', 'PRP']"
10867,75719,75720,3881,Snowball,2,1,SingleWord,['NN']
10868,75726,75727,3881,coating,2,1,SingleWord,['VBG']
10869,75741,75742,3882,pursuers,2,1,SingleWord,['NNS']
10870,75757,75758,3883,relaxed,2,1,SingleWord,['NN']
10871,75759,75760,3883,natural-seeming,2,1,SingleWord,"['JJ', 'NN']"
10872,75767,75768,3884,rekindle,2,1,SingleWord,['NN']
10873,75788,75789,3885,Gedeck,3,1,SingleWord,['NN']
10874,75832,75833,3890,Hawn,2,1,SingleWord,['NN']
10875,75844,75845,3890,Banger,2,1,SingleWord,['NN']
10876,75872,75873,3892,blustery,1,1,SingleWord,['NN']
10877,75889,75890,3893,wounded,2,1,SingleWord,['VBD']
10878,75891,75892,3893,wounding,2,1,SingleWord,['VBG']
10879,75899,75900,3894,vary,2,1,SingleWord,['NN']
10880,75907,75908,3894,deafening,1,1,SingleWord,['VBG']
10881,75912,75913,3894,quieter,2,1,SingleWord,['NN']
